"address","city","country_code","domain","fid","kgmid","latitude","longitude","neighborhood","phone","phone_unformatted","place_id","popular_times_weekly/0/close","popular_times_weekly/0/day","popular_times_weekly/0/open","popular_times_weekly/1/close","popular_times_weekly/1/day","popular_times_weekly/1/open","popular_times_weekly/2/close","popular_times_weekly/2/day","popular_times_weekly/2/open","popular_times_weekly/3/close","popular_times_weekly/3/day","popular_times_weekly/3/open","popular_times_weekly/4/close","popular_times_weekly/4/day","popular_times_weekly/4/open","popular_times_weekly/5/close","popular_times_weekly/5/day","popular_times_weekly/5/open","popular_times_weekly/6/close","popular_times_weekly/6/day","popular_times_weekly/6/open","popular_times_weekly/7/close","popular_times_weekly/7/day","popular_times_weekly/7/open","postal_code","reviews_count","state","street","title","total_score","website"
"304 Orchard Rd, #04-25/27 Ayam Penyet Ria - Lucky Plaza, Singapore 238863","Singapore","SG",,"0x31da1992129014d1:0x869f55c820947fad","/g/1tdd2smt",,,"304 Orchard Rd, #04-25/27","+6562357385","6235 7385","ChIJ0RSQEpIZ2jERrX-UIMhVn4Y","8:30pm","Monday","11am","8:30pm","Sunday","10am","8:30pm","Saturday","11am","8:30pm","Friday","11am","8:30pm","Thursday","11am","8:30pm","Wednesday","11am","8:30pm","Tuesday","11am","8:30pm","Monday","11am","238863","1.146",,"304 Orchard Rd, #04-25/27","Ayam Penyet Ria - Lucky Plaza",,
"35 Scotts Rd, INDOCAFÉ - Peranakan Dining, Singapore 228227","Singapore","SG",,"0x31da19edb688e0c7:0x5dec7da885a919e1","/g/1thx1k4j",,,"35 Scotts Rd","+6594307307","9430 7307","ChIJx-CItu0Z2jER4Rmphah97F0","3pm","Monday","12","3pm","Sunday","12","3pm","Saturday","12","3pm","Friday","12","3pm","Thursday","12","3pm","Wednesday","12","3pm","Tuesday","12","3pm","Monday","12","228227","433",,"35 Scotts Rd","INDOCAFÉ - Peranakan Dining",,
"78 Airport Blvd., #03-225/226 Tambuah Mas Jewel | Indonesian Restaurant, Jewel Changi Airport, Singapore 819666","Singapore","SG",,"0x31da3de05e6e543b:0xde0769c2c6c365d7","/g/11m77mf3tf",,,"78 Airport Blvd., #03-225/226 Jewel Changi Airport","+6586832181","8683 2181","ChIJO1RuXuA92jER12XDxsJpB94","10pm","Monday","10am","10pm","Sunday","10am","10pm","Saturday","10am","10pm","Friday","10am","10pm","Thursday","10am","10pm","Wednesday","10am","10pm","Tuesday","10am","10pm","Monday","10am","819666","261",,"78 Airport Blvd., #03-225/226 Jewel Changi Airport","Tambuah Mas Jewel | Indonesian Restaurant",,
"2 Tampines Central 5, #B1-20 Ayam Penyet President - Century Square Tampines, Century Square, Singapore 529509","Singapore","SG",,"0x31da3d11893d3b8f:0x79fe1217a808b049","/g/11b76v5qhz",,,"2 Tampines Central 5, #B1-20 Century Square","+6562602469","6260 2469","ChIJjzs9iRE92jERSbAIqBcS_nk","9pm","Monday","11:30am","9pm","Sunday","11am","9:30pm","Saturday","11am","9:30pm","Friday","11:30am","9pm","Thursday","11:30am","9pm","Wednesday","11:30am","9pm","Tuesday","11:30am","9pm","Monday","11:30am","529509","1.256",,"2 Tampines Central 5, #B1-20 Century Square","Ayam Penyet President - Century Square Tampines",,
"51 Bencoolen St, #01-05 Putra Minang Restaurant Bencoolen, Singapore 189630","Singapore","SG",,"0x31da19faa330d147:0x815145de046b9fd8","/g/11p02qpf64","1.2994205","103.8505094","51 Bencoolen St, #01-05","+6582623535","8262 3535","ChIJR9Ewo_oZ2jER2J9rBN5FUYE","9pm","Monday","9am","9pm","Monday","9am",,,,,,,,,,,,,,,,,,,"189630",,,"51 Bencoolen St, #01-05","Putra Minang Restaurant Bencoolen",,
"719 N Bridge Rd, Nasi Padang Sabar Menanti, Singapore 198687","Singapore","SG",,"0x31da19b72ae3989b:0x5ae0d7b118607b23","/g/1tdh5zld","1.3026056","103.8587245","719 N Bridge Rd",,,"ChIJm5jjKrcZ2jERI3tgGLHX4Fo",,"Monday",,"5pm","Sunday","7am","5pm","Saturday","7am","5pm","Friday","7am","5pm","Thursday","7am","5pm","Wednesday","7am","5pm","Tuesday","7am",,"Monday",,"198687","460",,"719 N Bridge Rd","Nasi Padang Sabar Menanti","4.3",
"42W4+XQ5 Rumah Makan Masakan Padang, Jl. Imam Bonjol-Nagoya, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","Batam City","ID",,"0x31d98a281c4308a3:0x53e8c704a1ca13c","/g/1hm6fk5zk",,,"42W4+XQ5, Jl. Imam Bonjol-Nagoya","+6285668814071","0856-6881-4071","ChIJowhDHCiK2TERPKEcSnCMPgU","8pm","Monday","10am","8pm","Sunday","10am","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am","29444","8","Riau Islands","42W4+XQ5, Jl. Imam Bonjol-Nagoya","Rumah Makan Masakan Padang",,
"RM Padang Metta Vegetarian, Ruko Puri Loka, Jl. Bukit Beruntung, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","Batam City","ID",,"0x31d9890c4514abe1:0x6a65ae7c05c07879","/g/11c3k55ly7",,,"Ruko Puri Loka, Jl. Bukit Beruntung","+62811772157","0811-772-157","ChIJ4asURQyJ2TEReXjABXyuZWo","2pm","Monday","7am","2pm","Sunday","7am","2pm","Saturday","7am","2pm","Friday","7am","2pm","Thursday","7am","2pm","Wednesday","7am","2pm","Tuesday","7am","2pm","Monday","7am","29444","112","Riau Islands","Ruko Puri Loka, Jl. Bukit Beruntung","RM Padang Metta Vegetarian",,
"Warisan Pariaman, Komp Bintang Mas, Jl. Laksamana Bintan No.1 Blk D, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29432, Indonesia","Batam City","ID",,"0x31d989d4cb9187b5:0xd9b8d23cefb758bc","/g/11mdkhp9wz",,,"Komp Bintang Mas, Jl. Laksamana Bintan No.1 Blk D","+6282172223331","0821-7222-3331","ChIJtYeRy9SJ2TERvFi37zzSuNk","9pm","Monday","9am","9pm","Sunday","9am","9pm","Saturday","9am","9pm","Friday","9am","9pm","Thursday","9am","9pm","Wednesday","9am","9pm","Tuesday","9am","9pm","Monday","9am","29432","43","Riau Islands","Komp Bintang Mas, Jl. Laksamana Bintan No.1 Blk D","Warisan Pariaman",,
"4X57+9QQ RM Sido Seneng, Jl. Komp. Cipta Puri, Tiban Baru, Sekupang, Batam City, Riau Islands 29424, Indonesia","Batam City","ID",,"0x31d98b82f9b801db:0xacb7b9a4e929abc1","/g/11g5zy8kb2",,,"4X57+9QQ, Jl. Komp. Cipta Puri","+6285365506600","0853-6550-6600","ChIJ2wG4-YKL2TERwasp6aS5t6w","1am","Monday","5pm","1am","Sunday","5pm","1am","Saturday","5pm","1am","Friday","5pm","1am","Thursday","5pm","1am","Wednesday","5pm","1am","Tuesday","5pm","1am","Monday","5pm","29424","28","Riau Islands","4X57+9QQ, Jl. Komp. Cipta Puri","RM Sido Seneng",,
"WFF2+QXX RM. Damai, Jl. Brigjen Katamso, Kemboja, Tanjungpinang Barat, Tanjung Pinang City, Riau Islands, Indonesia","Tanjung Pinang City","ID",,"0x31d973e4619ac5e1:0x1c39ad4c321d4a6b","/g/11h40y1wn0",,,"WFF2+QXX, Jl. Brigjen Katamso","+6277121515","(0771) 21515","ChIJ4cWaYeRz2TERa0odMkytORw","5pm","Monday","9am","5pm","Sunday","9am","5pm","Saturday","9am","5pm","Friday","9am","5pm","Thursday","9am","5pm","Wednesday","9am","5pm","Tuesday","9am","5pm","Monday","9am",,"10","Riau Islands","WFF2+QXX, Jl. Brigjen Katamso","RM. Damai",,
"Putra Pasaman Masakan Padang, Komplek Pertokoan Nasa Santosa Blok.A No.12A, Belian, Batam Kota, Batam City, Riau Islands 29464, Indonesia","Batam City","ID",,"0x31d989260575c68f:0x483390330c77a272","/g/11q34r1vm9",,,"Komplek Pertokoan Nasa Santosa Blok.A No.12A","+6282171387211","0821-7138-7211","ChIJj8Z1BSaJ2TERcqJ3DDOQM0g","9pm","Monday","9am","9pm","Sunday","9am","9pm","Saturday","9am","9pm","Friday","9am","9pm","Thursday","9am","9pm","Wednesday","9am","9pm","Tuesday","9am","9pm","Monday","9am","29464",,"Riau Islands","Komplek Pertokoan Nasa Santosa Blok.A No.12A","Putra Pasaman Masakan Padang",,
"42Q2+PRP Nasi padang Asli Minang, Jl. Imam Bonjol-Plaza Square, Batu Selicin, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","Batam City","ID",,"0x31d98b39ff055b2b:0x61479884cf10065f","/g/11g0w0dlmc",,,"42Q2+PRP, Jl. Imam Bonjol-Plaza Square","+6281277389283","0812-7738-9283","ChIJK1sF_zmL2TERXwYQz4SYR2E","8pm","Monday","8am","8pm","Sunday","8am","8pm","Saturday","8am","8pm","Friday","8am","8pm","Thursday","8am","8pm","Wednesday","8am","8pm","Tuesday","8am","8pm","Monday","8am","29444","23","Riau Islands","42Q2+PRP, Jl. Imam Bonjol-Plaza Square","Nasi padang Asli Minang",,
"3 Temasek Blvd, B1-100 / 101 Chopstix & Rice | Indonesian Restaurant | Padang | Halal | Suntec City SG, Singapore 038983","Singapore","SG",,"0x31da198cd02537dd:0xa9f2e91e0223bee7","/g/1tg6s6wl",,,"3 Temasek Blvd, B1-100 / 101","+6585337228","8533 7228","ChIJ3Tcl0IwZ2jER574jAh7p8qk","9:30pm","Monday","11am","9:30pm","Sunday","11am","9:30pm","Saturday","11am","9:30pm","Friday","11am","9:30pm","Thursday","11am","9:30pm","Wednesday","11am","9:30pm","Tuesday","11am","9:30pm","Monday","11am","038983","1.326",,"3 Temasek Blvd, B1-100 / 101","Chopstix & Rice | Indonesian Restaurant | Padang | Halal | Suntec City SG",,
"Restoran Arnasz Limo R, Jalan Dato Jaafar, Larkin, 80350 Johor Bahru, Johor, Malaysia","Johor Bahru","MY",,"0x31da6d4826614c39:0xbfe32ee875f6f006","/g/11btm18sz4",,,"Jalan Dato Jaafar","+601121752579","011-2175 2579","ChIJOUxhJkht2jERBvD2degu478","6pm","Monday","6:30am","6pm","Sunday","6:30am","6pm","Saturday","6:30am",,"Friday",,"6pm","Thursday","6:30am","6pm","Wednesday","6:30am","6pm","Tuesday","6:30am","6pm","Monday","6:30am","80350","364","Johor","Jalan Dato Jaafar","Restoran Arnasz Limo R",,
"4XRW+M93 Sate Padang Sutan Mudo, Jl. Tj. Uma, Tanjung Uma, Lubuk Baja, Batam City, Riau Islands, Indonesia","Batam City","ID",,"0x31d98a2d86631205:0xc97be5ebc0d03568","/g/11c1s1qx3t",,,"4XRW+M93, Jl. Tj. Uma","+6285374051981","0853-7405-1981","ChIJBRJjhi2K2TERaDXQwOvle8k","12am","Monday","5pm","12pm","Sunday","12am","12pm","Saturday","12am","12pm","Friday","12am","12pm","Thursday","12am","12pm","Wednesday","12am","12pm","Tuesday","12am","12am","Monday","5pm",,"15","Riau Islands","4XRW+M93, Jl. Tj. Uma","Sate Padang Sutan Mudo",,
"Padang Nusantara Vegetarian Batam, Komp. Ruko Palm Spring, Komplek No.10 Blok A3, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","Batam City","ID",,"0x31d989310dbe6383:0xba669c62b0aa9395","/g/11lc_1gy6b",,,"Komp. Ruko Palm Spring, Komplek No.10 Blok A3","+6282390981868","0823-9098-1868","ChIJg2O-DTGJ2TERlZOqsGKcZro","8pm","Monday","8am","8pm","Sunday","8am","8pm","Saturday","8am","8pm","Friday","8am","8pm","Thursday","8am","8pm","Wednesday","8am","8pm","Tuesday","8am","8pm","Monday","8am","29444","24","Riau Islands","Komp. Ruko Palm Spring, Komplek No.10 Blok A3","Padang Nusantara Vegetarian Batam",,
"Hidangan Nasi Padang Sukaramai, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia","Johor Bahru","MY",,"0x31da12dd2f4dc837:0x66fbee1f8cd8a420","/g/11bbrk2c9p",,,"Jalan Wong Ah Fook","+60127544638","012-754 4638","ChIJN8hNL90S2jERIKTYjB_u-2Y","5pm","Monday","8am",,"Sunday",,"5pm","Saturday","8am","5pm","Friday","8am","5pm","Thursday","8am","5pm","Wednesday","8am","5pm","Tuesday","8am","5pm","Monday","8am","80000","102","Johor","Jalan Wong Ah Fook","Hidangan Nasi Padang Sukaramai",,
"RM Mando Jaya (Masakan Padang), Jl. Raja Ali H. No.62, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","Batam City","ID",,"0x31d98b2ef0d07531:0x337d622ea7d9bb0","/g/11h3k5frpt",,,"Jl. Raja Ali H. No.62","+6282388002121","0823-8800-2121","ChIJMXXQ8C6L2TERsJt96iLWNwM","9pm","Monday","9am","9pm","Sunday","9am","9pm","Saturday","9am","9pm","Friday","9am","9pm","Thursday","9am","9pm","Wednesday","9am","9pm","Tuesday","9am","9pm","Monday","9am","29444","9","Riau Islands","Jl. Raja Ali H. No.62","RM Mando Jaya (Masakan Padang)",,
"70 Zion Rd, #01-01 CT Authentic Nasi Padang, Singapore 247792","Singapore","SG",,"0x31da195e8f8c7795:0x1395fc00bf201424","/g/11rfr7wclt","1.2924392","103.8311415","70 Zion Rd, #01-01",,,"ChIJlXeMj14Z2jERJBQgvwD8lRM","9pm","Monday","10am","9pm","Sunday","10am","9pm","Saturday","10am","9pm","Friday","10am","9pm","Thursday","10am","9pm","Wednesday","10am","9pm","Tuesday","10am","9pm","Monday","10am","247792","14",,"70 Zion Rd, #01-01","CT Authentic Nasi Padang","4.9",
"31 E Coast Rd, Melor Nasi Padang, Singapore 428752","Singapore","SG",,"0x31da187278867a95:0x89a17052e7b9e7cf","/g/11ssxhycsf","1.3047309","103.9028093","31 E Coast Rd",,,"ChIJlXqGeHIY2jERz-e551JwoYk","6pm","Monday","6am","6pm","Sunday","6am","6pm","Saturday","6am","6pm","Friday","6am","6pm","Thursday","6am","6pm","Wednesday","6am","6pm","Tuesday","6am","6pm","Monday","6am","428752","54",,"31 E Coast Rd","Melor Nasi Padang","4.6",
"32 Old Toh Tuck Rd, I Bak Ohana Nasi Padang, Biz Centre SG FOOD HUB, Singapore 597658","Singapore","SG",,"0x31da11752eade8c3:0x7c117642936a70d1","/g/11qbkwq25_","1.3335864","103.7586557","32 Old Toh Tuck Rd, I Biz Centre SG FOOD HUB","+6586885767","8688 5767","ChIJw-itLnUR2jER0XBqk0J2EXw",,"Monday",,,"Sunday",,"1pm","Saturday","9am",,"Friday",,"1pm","Thursday","6:30am","1pm","Wednesday","6:30am","1pm","Tuesday","6:30am",,"Monday",,"597658","28",,"32 Old Toh Tuck Rd, I Biz Centre SG FOOD HUB","Bak Ohana Nasi Padang","4.9",
"335 Smith St, #02-221 Nasi Padang Mami Fita, Singapore 050335","Singapore","SG",,"0x31da19389ee96115:0xcb7d7bf7113bda68","/g/11t7zbklyq","1.2824159","103.84278","335 Smith St, #02-221","+6598306193","9830 6193","ChIJFWHpnjgZ2jERaNo7Efd7fcs","5pm","Monday","7am",,"Sunday",,"5pm","Saturday","7am","5pm","Friday","7am","5pm","Thursday","7am","5pm","Wednesday","7am","5pm","Tuesday","7am","5pm","Monday","7am","050335","37",,"335 Smith St, #02-221","Nasi Padang Mami Fita","4.6",
"45 Keong Saik Rd., Yanti Authentic Nasi Padang, Singapore 089149","Singapore","SG",,"0x31da197264d3252f:0x61ab7f0b0ee43769","/g/1tg9q6dn","1.2804386","103.8414108","45 Keong Saik Rd.","+6593207737","9320 7737","ChIJLyXTZHIZ2jERaTfkDgt_q2E","9:15pm","Monday","7am","9:15pm","Sunday","7am","9:15pm","Saturday","7am","9:15pm","Friday","7am","9:15pm","Thursday","7am","9:15pm","Wednesday","7am","9:15pm","Tuesday","7am","9:15pm","Monday","7am","089149","215",,"45 Keong Saik Rd.","Yanti Authentic Nasi Padang","3.7",
"200 Victoria St, #21 Makan Bagus Nasi Padang, Singapore 188021","Singapore","SG",,"0x31da19babea90001:0xb2d25ff4c13024b0","/g/11hf80wx1w","1.2992907","103.8553101","200 Victoria St, #21","+6596808288","9680 8288","ChIJAQCpvroZ2jERsCQwwfRf0rI","24 hours","Monday","24 hours","24 hours","Sunday","24 hours","24 hours","Saturday","24 hours","24 hours","Friday","24 hours","24 hours","Thursday","24 hours","24 hours","Wednesday","24 hours","24 hours","Tuesday","24 hours","24 hours","Monday","24 hours","188021","1",,"200 Victoria St, #21","Makan Bagus Nasi Padang","5",
"719 N Bridge Rd, Nasi Padang Sabar Menanti, Singapore 198687","Singapore","SG",,"0x31da19b72ae3989b:0x5ae0d7b118607b23","/g/1tdh5zld","1.3026056","103.8587245","719 N Bridge Rd",,,"ChIJm5jjKrcZ2jERI3tgGLHX4Fo",,"Monday",,"5pm","Sunday","7am","5pm","Saturday","7am","5pm","Friday","7am","5pm","Thursday","7am","5pm","Wednesday","7am","5pm","Tuesday","7am",,"Monday",,"198687","460",,"719 N Bridge Rd","Nasi Padang Sabar Menanti","4.3",
"1 Geylang Serai, #02-137 Sinar Pagi Nasi Padang, Singapore 402001","Singapore","SG",,"0x31da1810a6503683:0x57ffa0ad4f53028","/g/11cp5j3kl2","1.3166955","103.897865","1 Geylang Serai, #02-137",,,"ChIJgzZQphAY2jERKDD11Ar6fwU",,"Monday",,"7pm","Sunday","8am","7pm","Saturday","8am","7pm","Friday","8am","7pm","Thursday","8am","7pm","Wednesday","8am","7pm","Tuesday","8am",,"Monday",,"402001","253",,"1 Geylang Serai, #02-137","Sinar Pagi Nasi Padang","3.7",
"539 Bedok North Street 3, Warong Java Nasi Padang, Singapore 460539","Singapore","SG",,"0x31da3d51e4eb8199:0x65543183c5152759","/g/11bw6g7xpk","1.3313812","103.9255016","539 Bedok North Street 3","+6597340350","9734 0350","ChIJmYHr5FE92jERWScVxYMxVGU",,"Monday",,"3:30pm","Sunday","7am","3:30pm","Saturday","7am","3:30pm","Friday","7am","3:30pm","Thursday","7am","3:30pm","Wednesday","7am","3:30pm","Tuesday","7am",,"Monday",,"460539","604",,"539 Bedok North Street 3","Warong Java Nasi Padang","4.3",
"171 MacPherson Rd, The Nasi Padang By Butterscotch (Muslim Owned), Singapore 348536","Singapore","SG",,"0x31da1786ca690dcf:0xbd34b4009dc0e6dd","/g/11hzsvy8_x","1.3298226","103.8740529","171 MacPherson Rd","+6598329162","9832 9162","ChIJzw1pyoYX2jER3ebAnQC0NL0",,"Monday",,,"Sunday",,,"Saturday",,"2pm","Friday","7am","2pm","Thursday","7am","2pm","Wednesday","7am","2pm","Tuesday","7am",,"Monday",,"348536","62",,"171 MacPherson Rd","The Nasi Padang By Butterscotch (Muslim Owned)","4.7",
"49A Serangoon Garden Wy, #01-29 Maimon Nasi Padang, Singapore 555945","Singapore","SG",,"0x31da190a6a0b57bb:0x1bf62b8f275fe3c8","/g/1tkqxsvn","1.3630609","103.8665271","49A Serangoon Garden Wy, #01-29","+6590210156","9021 0156","ChIJu1cLagoZ2jERyONfJ48r9hs",,"Monday",,"3pm","Sunday","11:30am","3pm","Saturday","11:30am",,"Friday",,"3pm","Thursday","11:30am","3pm","Wednesday","11:30am",,"Tuesday",,,"Monday",,"555945","69",,"49A Serangoon Garden Wy, #01-29","Maimon Nasi Padang","4.5",
"5036 Ang Mo Kio Ind Park 2, Rasa Rasa Nasi Padang Malay Cuisine, Singapore 569539","Singapore","SG",,"0x31da1713d0470315:0xcfc044e1ed47d4dd","/g/11xnp149wh","1.3722084","103.8618471","5036 Ang Mo Kio Ind Park 2","+6598111591","9811 1591","ChIJFQNH0BMX2jER3dRH7eFEwM8","2pm","Monday","7am",,"Sunday",,,"Saturday",,"2pm","Friday","7am","2pm","Thursday","7am","2pm","Wednesday","7am",,"Tuesday",,"2pm","Monday","7am","569539","17",,"5036 Ang Mo Kio Ind Park 2","Rasa Rasa Nasi Padang Malay Cuisine","4.9",
"2 Third Lok Yang Rd, Hajjah Faridah Nasi Padang, Singapore 627997","Singapore","SG",,"0x31da057c4beaa613:0x8c2b43215a833ce4","/g/11bzt2hq33","1.3249202","103.6899642","2 Third Lok Yang Rd",,,"ChIJE6bqS3wF2jER5DyDWiFDK4w","2pm","Monday","5am",,"Sunday",,"1pm","Saturday","5am","2pm","Friday","5am","2pm","Thursday","5am","2pm","Wednesday","5am","2pm","Tuesday","5am","2pm","Monday","5am","627997","163",,"2 Third Lok Yang Rd","Hajjah Faridah Nasi Padang","4.6",
"991 Buangkok Link, Abang 991 Nasi Padang, Singapore 537984","Singapore","SG",,"0x31da17002acbea01:0xc40ba2f072ba5d7e","/g/11njryhmy7","1.3843807","103.8817416","991 Buangkok Link",,,"ChIJAerLKgAX2jERfl26cvCiC8Q",,,,,,,,,,,,,,,,,,,,,,,,,"537984","1",,"991 Buangkok Link","Abang 991 Nasi Padang","5",
"Hougang St 51, Nasi Padang 46, Singapore 538719","Singapore","SG",,"0x31da17a37a80268d:0xa81b4fc2c98df275","/g/11kx2312mk","1.3796399","103.8876793","Hougang St 51",,,"ChIJjSaAeqMX2jERdfKNycJPG6g","8pm","Monday","9am",,"Sunday",,"3:30pm","Saturday","9am","3:30pm","Friday","9am","8pm","Thursday","9am","8pm","Wednesday","9am","8pm","Tuesday","9am","8pm","Monday","9am","538719","99",,"Hougang St 51","Nasi Padang 46","4.2",
"73A Ayer Rajah Cres., #01-03 Nasi Padang, Singapore 139957","Singapore","SG",,"0x31da1b0e76b2b51f:0x1ccba3e083c2accb","/g/11fj_09btj","1.2975354","103.7874224","73A Ayer Rajah Cres., #01-03",,,"ChIJH7Wydg4b2jERy6zCg-Cjyxw","3pm","Monday","7am",,"Sunday",,,"Saturday",,"3pm","Friday","7am","3pm","Thursday","7am","3pm","Wednesday","7am","3pm","Tuesday","7am","3pm","Monday","7am","139957","25",,"73A Ayer Rajah Cres., #01-03","Nasi Padang","4.4",
"1 Bedok Rd, #01-17, Bedok Food Centre, Puteri Nasi Padang, Singapore 469572","Singapore","SG",,"0x31da23a3942b0e33:0xc11e7fb139d6b37f","/g/11qqnp9drt","1.3203879","103.955323","1 Bedok Rd, #01-17, Bedok Food Centre",,,"ChIJMw4rlKMj2jERf7PWObF_HsE","5pm","Monday","7am","5pm","Sunday","7am","5pm","Saturday","7am","5pm","Friday","7am",,"Thursday",,"5pm","Wednesday","7am","5pm","Tuesday","7am","5pm","Monday","7am","469572","88",,"1 Bedok Rd, #01-17, Bedok Food Centre","Puteri Nasi Padang","4.3",
"#01-65, 120 Bukit Merah Lane 1, Alexandra Village Food Centre, Salero Minang Nasi Padang, Singapore 150123","Singapore","SG",,"0x31da1bcc7912fc03:0x374440c231feca60","/g/11fs2lqw43","1.286343","103.8045261","#01-65, 120 Bukit Merah Lane 1, Alexandra Village Food Centre",,,"ChIJA_wSecwb2jERYMr-McJARDc","3pm","Monday","10:30am",,"Sunday",,"3pm","Saturday","10:30am","3pm","Friday","10:30am","3pm","Thursday","10:30am","3pm","Wednesday","10:30am","3pm","Tuesday","10:30am","3pm","Monday","10:30am","150123","15",,"#01-65, 120 Bukit Merah Lane 1, Alexandra Village Food Centre","Salero Minang Nasi Padang","4.3",
"Champions Way, #01-201 Warung Wak Din Nasi Padang, Block 568C Woodlands, Singapore 733568","Singapore","SG",,"0x31da130470773971:0xe4b4e89a202edb39","/g/11vyr2kjwp","1.4282432","103.7897143","Champions Way, #01-201 Block 568C Woodlands","+6596354185","9635 4185","ChIJcTl3cAQT2jEROdsuIJrotOQ","7pm","Monday","7:30am","7pm","Sunday","7:30am","7pm","Saturday","7:30am",,"Friday",,"7pm","Thursday","7:30am","7pm","Wednesday","7:30am","7pm","Tuesday","7:30am","7pm","Monday","7:30am","733568","32",,"Champions Way, #01-201 Block 568C Woodlands","Warung Wak Din Nasi Padang","4.7",
"335 Smith St, #02-221 Alif Nasi Padang, Market & Food Centre, Chinatown Complex, Singapore 050335","Singapore","SG",,"0x31da19003b9f22c3:0x86af09f4f91f2893","/g/11y4l2y9fb","1.2821554","103.8432399","335 Smith St, #02-221 Market & Food Centre, Chinatown Complex",,,"ChIJwyKfOwAZ2jERkygf-fQJr4Y","3:30pm","Monday","7am",,"Sunday",,"3:30pm","Saturday","7am","3:30pm","Friday","7am","3:30pm","Thursday","7am","3:30pm","Wednesday","7am","3:30pm","Tuesday","7am","3:30pm","Monday","7am","050335","10",,"335 Smith St, #02-221 Market & Food Centre, Chinatown Complex","Alif Nasi Padang","5",
"9 Bishan Pl, #B1-26 Serangoon BBQ & Curry (SBC1983) | Halal Nasi Padang Inspired Bowls & Ayam Bakar – Junction 8, Junction 8, Singapore 579837","Singapore","SG",,"0x31da178c756c2c3d:0x3586d43ecfaf9919","/g/11wh3b48mh","1.350849","103.848814","9 Bishan Pl, #B1-26 Junction 8","+6588844322","8884 4322","ChIJPSxsdYwX2jERGZmvzz7UhjU","9pm","Monday","10:30am","9pm","Sunday","10:30am","9pm","Saturday","10:30am","9pm","Friday","10:30am","9pm","Thursday","10:30am","9pm","Wednesday","10:30am","9pm","Tuesday","10:30am","9pm","Monday","10:30am","579837","1147",,"9 Bishan Pl, #B1-26 Junction 8","Serangoon BBQ & Curry (SBC1983) | Halal Nasi Padang Inspired Bowls & Ayam Bakar – Junction 8","4.7",
"88 Bedok North Ave 4, #01-125 King Nasi Padang, Singapore 460088","Singapore","SG",,"0x31da3da1843f3871:0x1613c3eedd6e26dd","/g/11nrpthkw7","1.333086","103.9389306","88 Bedok North Ave 4, #01-125","+6594319241","9431 9241","ChIJcTg_hKE92jER3SZu3e7DExY","6pm","Monday","6am","6pm","Sunday","6am","5pm","Saturday","6am","6pm","Friday","6am","6pm","Thursday","6am","6pm","Wednesday","6am","6pm","Tuesday","6am","6pm","Monday","6am","460088","24",,"88 Bedok North Ave 4, #01-125","King Nasi Padang","4.2",
"120A Bukit Merah Lane 1, Selera Tokelen ( Nasi lemak, Nasi Padang, Mee Rebus, Lontong, Mee Siam, Nasi Sambal Goreng, Mee Soto), Singapore 151120","Singapore","SG",,"0x31da1bd8a8841bab:0xccdca8e2b37a6ac8","/g/11scfz2fwh","1.2863733","103.8046043","120A Bukit Merah Lane 1",,,"ChIJqxuEqNgb2jERyGp6s-Ko3Mw","8pm","Monday","6:30am","8pm","Sunday","6:30am","8pm","Saturday","6:30am","8pm","Friday","6:30am","8pm","Thursday","6:30am","8pm","Wednesday","6:30am","8pm","Tuesday","6:30am","8pm","Monday","6:30am","151120","15",,"120A Bukit Merah Lane 1","Selera Tokelen ( Nasi lemak, Nasi Padang, Mee Rebus, Lontong, Mee Siam, Nasi Sambal Goreng, Mee Soto)","4.9",
"400 Orchard Rd, Sutimah's Nasi Padang And Cafe, Singapore 238875","Singapore","SG",,"0x31da198cc59c04cb:0x3a003c0666a12f65","/g/1tl1kzwv","1.3069977","103.8291854","400 Orchard Rd",,,"ChIJywScxYwZ2jERZS-hZgY8ADo","7pm","Monday","10am","7pm","Sunday","10am","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am","238875","1",,"400 Orchard Rd","Sutimah's Nasi Padang And Cafe","5",
"335 Smith St, #02-148 PADIMAS Nasi Padang, Singapore 050335","Singapore","SG",,"0x31da190c1b2549c7:0x5bc8a9e773fdb9b","/g/11p0x_syhj","1.2825863","103.8430923","335 Smith St, #02-148","+6583850282","8385 0282","ChIJx0klGwwZ2jERm9s_d56KvAU",,,,,,,,,,,,,,,,,,,,,,,,,"050335","1",,"335 Smith St, #02-148","PADIMAS Nasi Padang","5",
